2026-02-07 14:05:30,364	INFO worker.py:2012 -- Started a local Ray instance.
[36m(main_task pid=2368471)[0m <|im_start|>user
[36m(main_task pid=2368471)[0m Answer the given question. You must conduct reasoning inside <think> and </think> first every time you get new information. After reasoning, if you find you lack some knowledge, you can call a search engine by <search> query </search> and it will return the top searched results between <information> and </information>. You can search as many times as your want. If you find no further external knowledge needed, you can directly provide the answer inside <answer> and </answer>, without detailed illustrations. For example, <answer> Beijing </answer>. Question: who laid the foundation of the delhi sultanate?
[36m(main_task pid=2368471)[0m <|im_end|>
[36m(main_task pid=2368471)[0m <|im_start|>assistant
[36m(main_task pid=2368471)[0m <think>
[36m(main_task pid=2368471)[0m To determine who laid the foundation of the Delhi Sultanate, I need to recall key historical figures and events associated with the formation of the Sultanate in Delhi.
[36m(main_task pid=2368471)[0m </think>
[36m(main_task pid=2368471)[0m <search>
[36m(main_task pid=2368471)[0m Who founded the Delhi Sultanate? Who was the first ruler of the Delhi Sultanate?
[36m(main_task pid=2368471)[0m </search>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <information>Doc 1(Title: "Delhi Sultanate") Islamic world. Muhammad of Ghor sought a Sunni Islamic kingdom of his own extending east of the Indus river, and he thus laid the foundation for the Muslim kingdom called the Delhi Sultanate. Some historians chronicle the Delhi Sultanate from 1192 due to the presence and geographical claims of Muhammad Ghori in South Asia by that time. Ghori was assassinated in 1206, by Ismāʿīlī Shia Muslims in some accounts or by Hindu Khokhars in others. After the assassination, one of Ghori's slaves (or mamluks, Arabic: مملوك), the Turkic Qutb al-Din Aibak, assumed power, becoming the first Sultan of Delhi. Qutb
[36m(main_task pid=2368471)[0m Doc 2(Title: "Delhi Sultanate") Qutb al-Din Aibak, a former Turkic Mamluk slave of Muhammad Ghori, was the first sultan of Delhi, and his Mamluk dynasty conquered large areas of northern India. Afterwards, the Khalji dynasty was also able to conquer most of central India, but both failed to conquer the whole of the Indian subcontinent. The sultanate reached the peak of its geographical reach during the Tughlaq dynasty, occupying most of the Indian subcontinent. This was followed by decline due to Hindu reconquests, states such as the Vijayanagara Empire asserting independence, and new Muslim sultanates such as the Bengal Sultanate breaking off. During and
[36m(main_task pid=2368471)[0m Doc 3(Title: "Delhi Sultanate") al-Din Aibak, a former slave of Mu'izz ad-Din Muhammad Ghori (known more commonly as Muhammad of Ghor), was the first ruler of the Delhi Sultanate. Aibak was of Cuman-Kipchak (Turkic) origin, and due to his lineage, his dynasty is known as the Mamluk (Slave) dynasty (not to be confused with the Mamluk dynasty of Iraq or the Mamluk dynasty of Egypt). Aibak reigned as the Sultan of Delhi for four years, from 1206 to 1210. After Aibak died, Aram Shah assumed power in 1210, but he was assassinated in 1211 by Shams ud-Din Iltutmish. Iltutmish's power was precarious, and a</information>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <answer>According to historical records, Muhammad of Ghor laid the foundation for the Delhi Sultanate. However, Muhammad of Ghor himself did not become the first ruler of the Sultanate, as he was assassinated in 1206. His slave, Qutb al-Din Aibak, who was a Turkic Mamluk, became the first Sultan of Delhi after Muhammad's death. Qutb al-Din Aibak was the founder of the Mamluk dynasty, which marked the beginning of the Delhi Sultanate.</answer>
[36m(WorkerDict pid=2370037)[0m /public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/torch/utils/checkpoint.py:1399: FutureWarning: `torch.cpu.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cpu', args...)` instead.
[36m(WorkerDict pid=2370037)[0m   with device_autocast_ctx, torch.cpu.amp.autocast(**cpu_autocast_kwargs), recompute_context:  # type: ignore[attr-defined]
[36m(WorkerDict pid=2374935)[0m /public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:689: FutureWarning: FSDP.state_dict_type() and FSDP.set_state_dict_type() are being deprecated. Please use APIs, get_state_dict() and set_state_dict(), which can support different parallelisms, FSDP1, FSDP2, DDP. API doc: https://pytorch.org/docs/stable/distributed.checkpoint.html#torch.distributed.checkpoint.state_dict.get_state_dict .Tutorial: https://pytorch.org/tutorials/recipes/distributed_checkpoint_recipe.html .
[36m(WorkerDict pid=2374935)[0m   warnings.warn(
[36m(WorkerDict pid=2370037)[0m /public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:689: FutureWarning: FSDP.state_dict_type() and FSDP.set_state_dict_type() are being deprecated. Please use APIs, get_state_dict() and set_state_dict(), which can support different parallelisms, FSDP1, FSDP2, DDP. API doc: https://pytorch.org/docs/stable/distributed.checkpoint.html#torch.distributed.checkpoint.state_dict.get_state_dict .Tutorial: https://pytorch.org/tutorials/recipes/distributed_checkpoint_recipe.html .
[36m(WorkerDict pid=2370037)[0m   warnings.warn(
[36m(WorkerDict pid=2374935)[0m /public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/torch/utils/checkpoint.py:1399: FutureWarning: `torch.cpu.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cpu', args...)` instead.
[36m(WorkerDict pid=2374935)[0m   with device_autocast_ctx, torch.cpu.amp.autocast(**cpu_autocast_kwargs), recompute_context:  # type: ignore[attr-defined]
[36m(WorkerDict pid=2370037)[0m Saving actor checkpoint to verl_checkpoints/nq-search-r1-grpo-qwen2.5-3b-instruct-em/actor/global_step_1
[36m(main_task pid=2368471)[0m epoch 0, step 2
[36m(main_task pid=2368471)[0m ACTIVE_TRAJ_NUM: [256, 229, 39, 18]
[36m(main_task pid=2368471)[0m --------------------------------
[36m(main_task pid=2368471)[0m Golden answers: ['Autumn Reeser as Jaclyn Palmer' 'Nelson Wong as Gerry'
[36m(main_task pid=2368471)[0m  'Shawn Roberts as Max Lorenzo' 'Ali Liebert as Kate']
[36m(main_task pid=2368471)[0m Extracted answer: The search results do not provide a definitive cast list for a Hallmark movie titled "I Do I Do". Multiple unrelated films have been released with similar phrasings, but none confirms the specific Hallmark production sought. For an accurate cast, one might need to look for a different Hallmark production with a similar title or verify which Hallmark movie has been released under that exact title.
[36m(main_task pid=2368471)[0m Solution string: <|im_start|>system
[36m(main_task pid=2368471)[0m You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
[36m(main_task pid=2368471)[0m <|im_start|>user
[36m(main_task pid=2368471)[0m Answer the given question. You must conduct reasoning inside <think> and </think> first every time you get new information. After reasoning, if you find you lack some knowledge, you can call a search engine by <search> query </search> and it will return the top searched results between <information> and </information>. You can search as many times as your want. If you find no further external knowledge needed, you can directly provide the answer inside <answer> and </answer>, without detailed illustrations. For example, <answer> Beijing </answer>. Question: i do i do i do hallmark movie cast?
[36m(main_task pid=2368471)[0m <|im_end|>
[36m(main_task pid=2368471)[0m <|im_start|>assistant
[36m(main_task pid=2368471)[0m <think>
[36m(main_task pid=2368471)[0m I need to find out the cast list for the 'I Do I Do' Hallmark movie. The title 'I Do I Do' seems to be a made-up phrase which could be the title of a recent or older movie, possibly a holiday themed romantic comedy from Hallmark.
[36m(main_task pid=2368471)[0m </think>
[36m(main_task pid=2368471)[0m <search>
[36m(main_task pid=2368471)[0m hallmark movie "I Do I Do" cast
[36m(main_task pid=2368471)[0m </search>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <information>Doc 1(Title: "I Do, They Don't") I Do, They Don't I Do, They Don't is a television movie starring Josie Bissett and Rob Estes. It premiered on ABC Family in 2005. It was directed by Steven Robman. Young widow Carrie Lewellyn has a successful cookies business and four kids: Andrew, Moira, little Nathan and little Daisy. Widower Jim Barber, a furniture maker, also has four: Andrew, Jeff, Lily and Sandy, plus a dog, Java. On their first weekend trip to Vegas together, they get married in the casino church. When they get back both their kids find out by magazines and TV. To try to merge
[36m(main_task pid=2368471)[0m Doc 2(Title: "I Do (But I Don't)") I Do (But I Don't) I Do (But I Don't) is a 2004 American made-for-television romantic comedy film starring Denise Richards, Dean Cain, Karen Cliche, Olivia Palenstein and Mimi Kuzyk. It was directed by Kelly Makin and written by Cara Lockwood and Eric C. Charmelo. The film is based on the Cara Lockwood romance novel of the same name. Junior wedding planner Lauren Crandell (Denise Richards) is assigned a wedding for Darla Tedanski (Karen Cliche), the daughter of a prominent family by her boss Gennifer ""G"" (Jessica Walter), who promises her a long overdue promotion if she does well. That
[36m(main_task pid=2368471)[0m Doc 3(Title: "I Do (2012 American film)") I Do (2012 American film) I Do is an American drama film, released in 2012. Directed by Glenn Gaylord and written and produced by David W. Ross, the film stars Ross as Jack Edwards, a gay artist from England living and working in New York City. Following the death of his brother Peter (Grant Bowler), he enters into a green card marriage with his lesbian best friend Ali (Jamie-Lynn Sigler) so that he can stay in the country to help his widowed sister-in-law Mya (Alicia Witt), but is then forced to confront the unequal status of same-sex marriage as he</information>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <think>
[36m(main_task pid=2368471)[0m Based on the search results, it seems that the phrase "I Do I Do" might be used in a context related to "I Do (But I Don't)", which is a 2004 film starring Denise Richards. However, this is not a Hallmark movie and does not directly answer the question about the Hallmark movie 'I Do I Do'.
[36m(main_task pid=2368471)[0m </think>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <search>
[36m(main_task pid=2368471)[0m hallmark movie "I Do I Do" cast 2023
[36m(main_task pid=2368471)[0m </search>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <information>Doc 1(Title: "I Do, They Don't") I Do, They Don't I Do, They Don't is a television movie starring Josie Bissett and Rob Estes. It premiered on ABC Family in 2005. It was directed by Steven Robman. Young widow Carrie Lewellyn has a successful cookies business and four kids: Andrew, Moira, little Nathan and little Daisy. Widower Jim Barber, a furniture maker, also has four: Andrew, Jeff, Lily and Sandy, plus a dog, Java. On their first weekend trip to Vegas together, they get married in the casino church. When they get back both their kids find out by magazines and TV. To try to merge
[36m(main_task pid=2368471)[0m Doc 2(Title: "I Do... Until I Don't") I Do... Until I Don't I Do... Until I Don't is a 2017 American comedy film written and directed by Lake Bell. The film stars Bell, Ed Helms, Mary Steenburgen, Paul Reiser, Amber Heard, Dolly Wells, and Wyatt Cenac. The film was released on September 1, 2017, by The Film Arcade. On March 23, 2016, it was announced Lake Bell and Ed Helms would star in the film. On April 7, 2016, it was announced Mary Steenburgen, Paul Reiser, Amber Heard, Dolly Wells and Chace Crawford had joined of the cast of the film. Principal photography began on April 3,
[36m(main_task pid=2368471)[0m Doc 3(Title: "I Do (But I Don't)") I Do (But I Don't) I Do (But I Don't) is a 2004 American made-for-television romantic comedy film starring Denise Richards, Dean Cain, Karen Cliche, Olivia Palenstein and Mimi Kuzyk. It was directed by Kelly Makin and written by Cara Lockwood and Eric C. Charmelo. The film is based on the Cara Lockwood romance novel of the same name. Junior wedding planner Lauren Crandell (Denise Richards) is assigned a wedding for Darla Tedanski (Karen Cliche), the daughter of a prominent family by her boss Gennifer ""G"" (Jessica Walter), who promises her a long overdue promotion if she does well. That</information>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <think>
[36m(main_task pid=2368471)[0m From the search results, there is no direct information about a Hallmark movie called "I Do I Do". Also, the phrase "I Do I Don't" might refer to unrelated films.
[36m(main_task pid=2368471)[0m </think>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <answer>
[36m(main_task pid=2368471)[0m The search results do not provide a definitive cast list for a Hallmark movie titled "I Do I Do". Multiple unrelated films have been released with similar phrasings, but none confirms the specific Hallmark production sought. For an accurate cast, one might need to look for a different Hallmark production with a similar title or verify which Hallmark movie has been released under that exact title.
[36m(main_task pid=2368471)[0m </answer>
[36m(main_task pid=2368471)[0m --------------------------------
[36m(main_task pid=2368471)[0m Golden answers: ['September 28, 2017']
[36m(main_task pid=2368471)[0m Extracted answer: According to the information found, Grey's Anatomy Season 14 premiered on September 28, 2017. There isn't information indicating a specific date for when a 15th season would be coming out.
[36m(main_task pid=2368471)[0m Solution string: <|im_start|>system
[36m(main_task pid=2368471)[0m You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
[36m(main_task pid=2368471)[0m <|im_start|>user
[36m(main_task pid=2368471)[0m Answer the given question. You must conduct reasoning inside <think> and </think> first every time you get new information. After reasoning, if you find you lack some knowledge, you can call a search engine by <search> query </search> and it will return the top searched results between <information> and </information>. You can search as many times as your want. If you find no further external knowledge needed, you can directly provide the answer inside <answer> and </answer>, without detailed illustrations. For example, <answer> Beijing </answer>. Question: when is the 14th season of grey's anatomy coming out?
[36m(main_task pid=2368471)[0m <|im_end|>
[36m(main_task pid=2368471)[0m <|im_start|>assistant
[36m(main_task pid=2368471)[0m <think>
[36m(main_task pid=2368471)[0m To determine when the 14th season of Grey's Anatomy is coming out, I need to conduct some reasoning based on available information. The series typically airs in the United States and other countries in the fall, around September or October. However, without specific release dates provided by the network or official announcement, I cannot pinpoint the exact premiere date.
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m Let's check if there are any recent announcements or postings regarding the 14th season.
[36m(main_task pid=2368471)[0m </think>
[36m(main_task pid=2368471)[0m <search>
[36m(main_task pid=2368471)[0m when is the 14th season of grey's anatomy coming out
[36m(main_task pid=2368471)[0m </search>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <information>Doc 1(Title: "Grey's Anatomy (season 14)") Grey's Anatomy (season 14) The fourteenth season of the American television medical drama ""Grey's Anatomy"" was ordered on February 10, 2017, by American Broadcasting Company (ABC), and premiered on September 28, 2017 with a special two-hour premiere. The season consists of 24 episodes, with the season's seventh episode marking the 300th episode for the series overall. The season is produced by ABC Studios, in association with Shondaland Production Company and The Mark Gordon Company; the showrunners being Krista Vernoff and William Harper. The fourteenth season is the first not to feature Jerrika Hinton as Dr. Stephanie Edwards since her introduction
[36m(main_task pid=2368471)[0m Doc 2(Title: "Grey's Anatomy (season 14)") a 14th season on February 10, 2017. It premiered on September 28, 2017, with a two-hour premiere. Ellen Pompeo announced that she would be directing several episodes in the 14th season. On April 28, 2017, veteran writer Krista Vernoff announced that she would return to the show as a writer after leaving the show after the seventh season. On January 11, 2018, ABC released a six-episode web series following the new surgical interns at Grey Sloan Memorial Hospital. The web series was written by Barbara Kaye Friend and directed by series regular Sarah Drew. The number in the ""No. overall""
[36m(main_task pid=2368471)[0m Doc 3(Title: "Grey's Anatomy (season 14)") column refers to the episode's number within the overall series, whereas the number in the ""No. in season"" column refers to the episode's number within this particular season. ""U.S. viewers in millions"" refers to the number of Americans in millions who watched the episodes live. <onlyinclude></onlyinclude> Grey's Anatomy (season 14) The fourteenth season of the American television medical drama ""Grey's Anatomy"" was ordered on February 10, 2017, by American Broadcasting Company (ABC), and premiered on September 28, 2017 with a special two-hour premiere. The season consists of 24 episodes, with the season's seventh episode marking the 300th episode for the</information>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <answer>According to the information found, Grey's Anatomy Season 14 premiered on September 28, 2017. There isn't information indicating a specific date for when a 15th season would be coming out.</answer>
[36m(main_task pid=2368471)[0m --------------------------------
[36m(main_task pid=2368471)[0m Golden answers: ['August 21, 2017']
[36m(main_task pid=2368471)[0m Extracted answer: The last full solar eclipse visible in the contiguous United States was on April 8, 2014. The eclipse path passed through parts of the southern United States, including Wyoming, Nebraska, Missouri, Illinois, Kentucky, Tennessee, and Georgia. However, only a partial eclipse was visible in the eastern parts of the country.
[36m(main_task pid=2368471)[0m Solution string: <|im_start|>system
[36m(main_task pid=2368471)[0m You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
[36m(main_task pid=2368471)[0m <|im_start|>user
[36m(main_task pid=2368471)[0m Answer the given question. You must conduct reasoning inside <think> and </think> first every time you get new information. After reasoning, if you find you lack some knowledge, you can call a search engine by <search> query </search> and it will return the top searched results between <information> and </information>. You can search as many times as your want. If you find no further external knowledge needed, you can directly provide the answer inside <answer> and </answer>, without detailed illustrations. For example, <answer> Beijing </answer>. Question: when was the last full eclipse seen in the united states?
[36m(main_task pid=2368471)[0m <|im_end|>
[36m(main_task pid=2368471)[0m <|im_start|>assistant
[36m(main_task pid=2368471)[0m To determine when the last full solar eclipse occurred in the United States, I'll need to consider several factors such as total solar eclipse paths, when the American continent has been in the path, and the timeline of these events.
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <think>
[36m(main_task pid=2368471)[0m First, let's consider solar eclipses that have occurred during recent decades. The path of totality for the most recent total solar eclipse visible from North America was in August 2017. The 2017 eclipse was partly visible over South America and then moved north to pass across the United States.
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m However, to find the most recent full solar eclipse visible only in the United States, we should look earlier in the last decade. Noting the timeline, the most recent total solar eclipse that passed completely over U.S. soil was on April 8, 2014.
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m The April 8, 2014 eclipse crossed through Wyoming, Nebraska, Missouri, Illinois, Kentucky, Tennessee, and Georgia. It entered the U.S. just before sunset, so only a partial eclipse was visible in most of the eastern U.S.
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m Now, looking at the upcoming upcoming eclipses, the next total solar eclipse visible from the continental U.S. will occur on April 8, 2024.
[36m(main_task pid=2368471)[0m </think>
[36m(main_task pid=2368471)[0m 
[36m(main_task pid=2368471)[0m <answer>
[36m(main_task pid=2368471)[0m The last full solar eclipse visible in the contiguous United States was on April 8, 2014. The eclipse path passed through parts of the southern United States, including Wyoming, Nebraska, Missouri, Illinois, Kentucky, Tennessee, and Georgia. However, only a partial eclipse was visible in the eastern parts of the country. 
[36m(main_task pid=2368471)[0m </answer>
[36m(WorkerDict pid=2370037)[0m /public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/torch/utils/checkpoint.py:1399: FutureWarning: `torch.cpu.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cpu', args...)` instead.
[36m(WorkerDict pid=2370037)[0m   with device_autocast_ctx, torch.cpu.amp.autocast(**cpu_autocast_kwargs), recompute_context:  # type: ignore[attr-defined]
[36m(WorkerDict pid=2374935)[0m /public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:689: FutureWarning: FSDP.state_dict_type() and FSDP.set_state_dict_type() are being deprecated. Please use APIs, get_state_dict() and set_state_dict(), which can support different parallelisms, FSDP1, FSDP2, DDP. API doc: https://pytorch.org/docs/stable/distributed.checkpoint.html#torch.distributed.checkpoint.state_dict.get_state_dict .Tutorial: https://pytorch.org/tutorials/recipes/distributed_checkpoint_recipe.html .
[36m(WorkerDict pid=2374935)[0m   warnings.warn(
[36m(WorkerDict pid=2370037)[0m /public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:689: FutureWarning: FSDP.state_dict_type() and FSDP.set_state_dict_type() are being deprecated. Please use APIs, get_state_dict() and set_state_dict(), which can support different parallelisms, FSDP1, FSDP2, DDP. API doc: https://pytorch.org/docs/stable/distributed.checkpoint.html#torch.distributed.checkpoint.state_dict.get_state_dict .Tutorial: https://pytorch.org/tutorials/recipes/distributed_checkpoint_recipe.html .
[36m(WorkerDict pid=2370037)[0m   warnings.warn(
[36m(WorkerDict pid=2370037)[0m Saving actor checkpoint to verl_checkpoints/nq-search-r1-grpo-qwen2.5-3b-instruct-em/actor/global_step_2
[33m(raylet)[0m A worker died or was killed while executing a task by an unexpected system error. To troubleshoot the problem, check the logs for the dead worker. Lease ID: 000000003b5c1359eaba804df7a6f676b30fdb2ab6a0d42a4149d273495e02f9 Worker ID: a5f83b036b37b94fb115881b5b9d9d1c32ccd636395a830f223c96ee Node ID: 2b49af218cdef8583384e193e4185785c71b735618a63da4d54ac276 Worker IP address: 172.18.103.5 Worker port: 33979 Worker PID: 2370037 Worker exit type: SYSTEM_ERROR Worker exit detail: Worker unexpectedly exits with a connection error code 2. End of file. There are some potential root causes. (1) The process is killed by SIGKILL by OOM killer due to high memory usage. (2) ray stop --force is called. (3) The worker is crashed unexpectedly due to SIGSEGV or other unexpected errors.
Error executing job with overrides: ['data.train_files=data/nq_search/train.parquet', 'data.val_files=data/nq_search/test.parquet', 'data.train_data_num=null', 'data.val_data_num=256', 'data.train_batch_size=64', 'data.val_batch_size=64', 'data.max_prompt_length=4096', 'data.max_response_length=500', 'data.max_start_length=2048', 'data.max_obs_length=2048', 'data.shuffle_train_dataloader=True', 'algorithm.adv_estimator=grpo', 'actor_rollout_ref.model.path=/public_hw/share/cit_ztyu/cz/models/Qwen2.5-3B-Instruct', 'actor_rollout_ref.model.enable_gradient_checkpointing=true', 'actor_rollout_ref.model.use_remove_padding=True', 'actor_rollout_ref.actor.optim.lr=1e-6', 'actor_rollout_ref.actor.optim.lr_warmup_steps_ratio=0.285', 'actor_rollout_ref.actor.use_kl_loss=true', 'actor_rollout_ref.actor.ppo_mini_batch_size=32', 'actor_rollout_ref.actor.ppo_micro_batch_size=8', 'actor_rollout_ref.actor.fsdp_config.param_offload=false', 'actor_rollout_ref.actor.fsdp_config.grad_offload=false', 'actor_rollout_ref.actor.fsdp_config.optimizer_offload=false', 'actor_rollout_ref.rollout.log_prob_micro_batch_size=64', 'actor_rollout_ref.rollout.tensor_model_parallel_size=1', 'actor_rollout_ref.rollout.name=vllm', 'actor_rollout_ref.rollout.gpu_memory_utilization=0.45', 'actor_rollout_ref.ref.log_prob_micro_batch_size=64', 'actor_rollout_ref.ref.fsdp_config.param_offload=true', 'actor_rollout_ref.actor.kl_loss_coef=0.001', 'actor_rollout_ref.actor.kl_loss_type=low_var_kl', 'algorithm.no_think_rl=false', 'actor_rollout_ref.rollout.n_agent=4', 'actor_rollout_ref.rollout.temperature=1', 'actor_rollout_ref.actor.state_masking=true', 'trainer.logger=[wandb]', '+trainer.val_only=false', '+trainer.val_before_train=false', 'trainer.default_hdfs_dir=null', 'trainer.n_gpus_per_node=2', 'trainer.nnodes=1', 'trainer.save_freq=1', 'trainer.test_freq=100', 'trainer.project_name=Search-R1', 'trainer.experiment_name=nq-search-r1-grpo-qwen2.5-3b-instruct-em', 'trainer.total_epochs=15', 'trainer.total_training_steps=1005', 'trainer.default_hdfs_dir=null', 'trainer.default_local_dir=verl_checkpoints/nq-search-r1-grpo-qwen2.5-3b-instruct-em', 'max_turns=2', 'retriever.url=http://127.0.0.1:8009/retrieve', 'retriever.topk=3']
Traceback (most recent call last):
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/runpy.py", line 197, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/runpy.py", line 87, in _run_code
    exec(code, run_globals)
  File "/public_hw/share/cit_ztyu/cz/Search-R1/verl/trainer/main_ppo.py", line 207, in <module>
    main()
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/hydra/main.py", line 94, in decorated_main
    _run_hydra(
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/hydra/_internal/utils.py", line 394, in _run_hydra
    _run_app(
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/hydra/_internal/utils.py", line 457, in _run_app
    run_and_report(
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/hydra/_internal/utils.py", line 223, in run_and_report
    raise ex
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/hydra/_internal/utils.py", line 220, in run_and_report
    return func()
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/hydra/_internal/utils.py", line 458, in <lambda>
    lambda: hydra.run(
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/hydra/_internal/hydra.py", line 132, in run
    _ = ret.return_value
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/hydra/core/utils.py", line 260, in return_value
    raise self._return_value
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/hydra/core/utils.py", line 186, in run_job
    ret.return_value = task_function(task_cfg)
  File "/public_hw/share/cit_ztyu/cz/Search-R1/verl/trainer/main_ppo.py", line 114, in main
    ray.get(main_task.remote(config))
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/ray/_private/auto_init_hook.py", line 22, in auto_init_wrapper
    return fn(*args, **kwargs)
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/ray/_private/client_mode_hook.py", line 104, in wrapper
    return func(*args, **kwargs)
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/ray/_private/worker.py", line 2961, in get
    values, debugger_breakpoint = worker.get_objects(
  File "/public_hw/home/cit_zhishuliu/miniconda3/envs/searchr1/lib/python3.9/site-packages/ray/_private/worker.py", line 1026, in get_objects
    raise value.as_instanceof_cause()
ray.exceptions.RayTaskError(ActorDiedError): [36mray::main_task()[39m (pid=2368471, ip=172.18.103.5)
  File "/public_hw/share/cit_ztyu/cz/Search-R1/verl/trainer/main_ppo.py", line 203, in main_task
    trainer.fit()
  File "/public_hw/share/cit_ztyu/cz/Search-R1/verl/trainer/ppo/ray_trainer.py", line 835, in fit
    self._save_checkpoint()
  File "/public_hw/share/cit_ztyu/cz/Search-R1/verl/trainer/ppo/ray_trainer.py", line 629, in _save_checkpoint
    self.actor_rollout_wg.save_checkpoint(actor_local_path, actor_remote_path)
  File "/public_hw/share/cit_ztyu/cz/Search-R1/verl/single_controller/ray/base.py", line 42, in func
    output = ray.get(output)
ray.exceptions.ActorDiedError: The actor died unexpectedly before finishing this task.
	class_name: create_colocated_worker_cls.<locals>.WorkerDict
	actor_id: 944845519790ea751c6613aa01000000
	pid: 2370037
	name: UpWnbxWorkerDict_0:0
	namespace: d4367eba-c8ee-422d-b133-f7de44c99a15
	ip: 172.18.103.5
The actor is dead because its worker process has died. Worker exit type: SYSTEM_ERROR Worker exit detail: Worker unexpectedly exits with a connection error code 2. End of file. There are some potential root causes. (1) The process is killed by SIGKILL by OOM killer due to high memory usage. (2) ray stop --force is called. (3) The worker is crashed unexpectedly due to SIGSEGV or other unexpected errors.
